sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,product,neighborhood
115,,3,2,,,6,0,967,216000,1878,0,,2001,0,1,1,0,1,1,0,1,0,0,0,0,0,,1,1,0,,,,,piso,131
82,73,3,1,,,4,0,625,120000,1463,0,False,1960,0,1,1,1,0,1,0,0,0,1,0,0,0,,0,,,0,1,0,0,piso,134
83,,3,1,,,bajo,1,686,135000,1627,0,False,1985,0,1,0,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,134
90,76,2,1,,,bajo,1,954,212000,2356,0,False,2002,0,1,1,1,1,1,0,1,0,0,1,0,1,,0,,,0,1,1,0,piso,131
95,87,2,2,,,5,0,864,184000,1937,0,False,2011,0,1,0,1,1,1,0,0,0,0,1,1,0,,0,,,1,0,0,1,piso,135
89,,3,1,,,bajo,1,780,160000,1798,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,134
178,,4,2,,,5,0,1200,299990,1685,0,False,,0,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,0,,,,,piso,133
59,,2,1,,,2,0,613,117000,1983,0,False,,0,1,1,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,133
100,,4,1,,,bajo,1,798,165000,1650,0,False,,1,0,0,0,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,132
68,63,3,1,,,4,0,517,95000,1397,1,False,,0,1,1,0,0,1,0,0,1,0,0,0,0,,0,,,0,1,0,1,piso,134
50,,2,1,,,2,0,566,106000,2120,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,134
114,,4,2,,,2,0,1006,229000,2009,0,False,1987,0,1,1,1,1,1,0,0,1,0,0,1,0,,0,,,,,,,piso,134
81,,3,2,,,3,0,762,155000,1914,0,False,1999,0,1,1,1,1,1,0,0,0,0,1,1,1,,1,1,0,,,,,piso,134
91,77,2,2,,,5,0,1004,228208,2508,0,False,2020,0,1,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,,,,,piso,131
95,,3,1,,,3,0,539,100000,1053,1,False,1970,0,1,0,0,0,1,0,0,0,1,0,0,0,,0,,,0,1,0,1,piso,131
80,,3,1,,,bajo,1,705,140000,1750,0,False,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,134
60,56,2,1,,,3,0,561,105000,1750,0,False,1967,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,134
80,,3,1,,,3,0,798,165000,2062,0,False,1977,1,0,0,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
60,50,2,1,,,5,0,413,73000,1217,0,False,1960,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,0,1,0,1,piso,135
50,,1,1,,,6,0,777,159000,3180,0,False,2007,0,1,1,1,1,1,0,1,0,0,1,1,1,,1,1,0,,,,,piso,134
136,76,3,1,,,1,0,690,135990,1000,0,False,1967,,,0,0,0,1,0,0,1,1,1,0,0,,0,,,0,0,1,1,piso,134
96,,2,2,,,7,0,948,210000,2188,0,False,2001,0,1,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,,,,,piso,132
71,60,2,2,,,2,0,910,198000,2789,0,False,2001,0,1,1,1,1,1,0,1,0,0,1,1,0,,0,,,0,0,0,1,piso,133
74,,2,1,,,1,0,705,139900,1891,0,False,1966,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
65,60,2,1,,,2,0,583,110000,1692,0,False,1962,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,1,0,1,piso,135
93,87,3,1,,,9,0,780,160000,1720,1,False,1976,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
75,70,3,1,,,2,0,553,103000,1373,0,False,1968,0,1,0,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,1,piso,134
63,,3,1,,,entreplanta interior,1,539,100000,1587,1,False,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,133
65,,3,1,,,4,0,494,90000,1385,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,134
115,92,3,1,,,1,0,762,154900,1347,0,,1975,0,1,0,1,,1,0,0,1,0,1,0,0,,0,,,,,,,duplex,134
63,60,2,1,,,2,0,458,82260,1306,0,False,,0,1,0,0,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,135
72,67,3,1,,,6,0,703,139400,1936,0,False,1961,0,1,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
100,,2,2,,,bajo,1,762,154900,1549,0,False,,0,1,1,1,1,1,0,0,0,0,1,1,1,,1,1,0,,,,,piso,134
90,70,3,2,,,3,0,762,155000,1722,0,False,1998,,,1,1,1,1,0,0,1,0,1,0,1,,1,1,0,0,0,1,1,piso,134
66,60,3,1,,,2,0,485,88000,1333,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
102,,3,2,,,5,0,994,225000,2206,0,False,,1,0,1,0,1,1,0,0,1,0,0,1,0,,0,,,,,,,piso,132
105,,2,1,,,6,0,881,189000,1800,0,False,1995,0,1,1,1,1,1,0,0,1,0,0,1,0,,1,1,0,,,,,piso,133
95,,4,1,,,4,0,698,138000,1453,0,False,,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,133
120,,3,1,,,2,0,901,195000,1625,0,False,1962,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
90,,3,2,,,4,0,985,222000,2467,0,False,2001,0,1,1,1,1,1,0,1,0,0,1,1,0,,1,1,0,0,1,0,1,piso,131
64,,3,1,,,bajo,1,449,80500,1258,1,False,,0,1,0,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,133
80,65,3,1,,,3,0,857,182000,2275,0,False,1974,,,1,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
120,85,3,2,,,2,0,1187,295000,2458,0,False,2003,0,1,1,1,0,1,0,0,1,1,1,0,0,,1,1,0,1,0,1,0,piso,134
82,71,2,2,,,6,0,1122,270000,3293,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,132
81,,3,1,,,3,0,609,116100,1433,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,1,piso,131
103,,3,2,,,4,0,1067,250000,2427,0,False,,0,1,1,1,1,1,0,1,0,0,1,0,0,,1,1,0,0,1,0,1,piso,133
63,,3,1,,,4,0,446,79900,1268,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
70,,3,1,,,3,0,535,99000,1414,0,False,,,,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
60,,3,1,,,2,0,420,74550,1242,1,False,1960,0,1,1,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,135
45,36,2,1,,,3,0,561,105000,2333,0,False,1960,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
95,85,3,1,,,2,0,666,130000,1368,0,False,1985,0,1,1,1,0,1,0,0,1,1,0,1,0,,0,,,0,1,0,1,piso,133
70,,3,1,,,2,0,625,120000,1714,1,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
71,,3,1,,,1,0,740,149000,2099,0,False,1970,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
70,,3,1,,,3,0,686,135000,1929,1,False,1969,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
98,85,4,2,,,bajo,1,1009,230000,2347,0,False,1977,0,1,0,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,133
55,,3,1,,,2,0,499,91000,1655,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
115,,4,1,,,1,0,867,184900,1608,0,False,,0,1,1,1,0,1,0,0,1,1,0,0,0,,0,,,0,0,1,0,piso,133
78,,3,1,,,4,0,654,127000,1628,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,134
68,,3,1,,,4,0,465,83900,1234,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
120,110,3,1,,,2,0,851,180000,1500,0,False,,,,1,1,0,1,0,1,1,0,1,0,1,,1,1,0,1,0,1,0,piso,134
64,,3,1,,,1,0,428,76000,1188,1,False,,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,0,1,1,0,piso,135
92,,4,1,,,5,0,791,163000,1772,0,False,,,,0,0,1,1,0,0,0,0,1,0,0,,0,,,,,,,piso,132
154,,3,2,,,3,0,1148,280000,1818,0,False,,,,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,131
105,95,3,2,,,bajo,1,851,180000,1714,0,False,,0,1,1,1,0,1,0,0,1,0,1,0,0,,0,,,0,0,1,0,piso,133
70,60,2,1,,,bajo,1,658,128000,1829,0,False,1965,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,134
93,,3,1,,,2,0,803,166200,1787,0,False,1972,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
53,,3,1,,,3,0,601,114300,2157,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,133
86,76,3,1,,,4,0,662,129000,1500,0,False,1984,0,1,1,1,1,0,0,0,1,0,0,1,0,,0,,,0,0,1,0,piso,134
75,65,3,2,,,1,0,674,132000,1760,0,False,1961,,,0,0,0,1,0,0,0,0,1,0,0,,0,,,,,,,piso,132
85,75,3,1,,,bajo,1,686,135000,1588,0,False,1969,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,1,1,0,piso,134
65,58,2,1,,,bajo,1,535,99000,1523,0,False,1950,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,1,1,0,piso,134
53,,3,1,,,3,0,601,114300,2157,0,,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,133
68,62,3,1,,,2,0,485,88000,1294,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
75,,3,1,,,5,0,583,110000,1467,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,132
83,71,2,1,,,1,0,728,146000,1759,0,False,2003,0,1,0,1,1,1,0,0,1,1,1,1,0,,0,,,,,,,piso,134
95,,3,1,,,bajo,1,592,112000,1179,1,False,,,,0,0,0,0,0,0,1,0,1,0,0,,0,,,0,1,0,1,piso,134
30,27,1,1,,,bajo,1,342,59000,1967,0,False,1960,,,0,0,0,1,0,0,0,0,0,1,1,,0,,,,,,,piso,135
53,,1,1,,,6,0,728,146000,2755,0,False,,0,1,0,1,1,1,0,1,1,0,1,0,0,,1,1,0,,,,,piso,131
125,,3,3,,,7,0,1135,275000,2200,0,False,2004,,,0,0,1,1,0,1,1,0,1,0,1,,0,,,,,,,atico,131
153,102,4,2,,,1,0,844,178000,1163,0,False,1999,0,1,1,1,1,1,0,0,0,0,1,1,1,,1,1,0,0,0,0,1,piso,134
86,76,3,1,,,4,0,662,129000,1500,0,False,1984,0,1,1,1,1,0,0,0,1,0,0,1,0,,0,,,0,0,1,0,piso,134
66,60,2,1,,,2,0,521,96000,1455,0,False,,,,1,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
63,58,3,1,,,4,0,456,82000,1302,0,False,1960,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,135
59,,2,1,,,,,654,126900,2151,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,133
95,90,3,1,,,bajo,1,913,199000,2095,0,False,1966,0,1,0,1,0,1,0,1,0,0,1,0,1,,1,1,0,0,0,0,1,piso,134
65,,2,1,,,2,0,1015,232000,3569,0,False,,0,1,0,0,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,piso,134
69,,2,1,,,1,0,1038,240000,3478,0,False,,,,0,0,1,1,0,1,0,0,0,0,0,,0,,,,,,,piso,134
115,,4,2,,,,,1275,330000,2870,0,False,,,,0,0,1,,0,0,0,0,1,0,1,,0,,,,,,,piso,133
60,,3,1,,,3,0,625,120000,2000,0,,1960,0,1,0,0,,1,0,0,0,0,0,0,0,,0,,,,,,,piso,134
90,,3,2,,,4,0,823,172000,1911,0,False,,0,1,1,1,1,1,0,0,0,0,1,0,1,,1,1,0,,,,,piso,134
60,,3,1,,,2,0,458,82260,1371,0,False,,0,1,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,135
65,,2,1,,,bajo,1,579,109000,1677,0,False,1950,0,1,0,0,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,132
115,110,4,1,,,1,0,678,133000,1157,0,False,,,,0,0,1,1,0,0,1,0,1,0,1,,0,,,0,0,1,0,piso,132
83,,3,2,,,1,0,587,111000,1337,1,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
55,,2,1,,,2,0,583,110000,2000,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,1,0,piso,134
80,60,2,2,,,1,0,851,179990,2250,0,False,2003,0,1,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,1,0,1,0,piso,131
68,,3,1,,,1,0,766,156000,2294,0,False,,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,134
89,60,2,2,,,1,0,1003,228000,2562,0,False,,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,134
61,55,3,1,,,4,0,489,89000,1459,0,False,1960,,,1,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
67,,3,1,,,3,0,621,119000,1776,0,,1960,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,132
68,60,3,1,,,2,0,512,94000,1382,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,135
92,,3,2,,,4,0,833,175000,1902,0,False,1962,0,1,0,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
70,68,3,1,,,2,0,494,90000,1286,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,135
63,,3,1,,,1,0,805,167000,2651,0,False,1966,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
57,55,3,1,,,5,0,521,96000,1684,0,False,1965,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
63,60,3,1,,,3,0,466,84000,1333,0,False,1968,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,0,1,piso,134
52,,2,1,,,4,0,544,101000,1942,1,False,1960,0,1,1,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,132
125,76,3,2,,,1,0,948,210000,1680,0,False,,0,1,0,1,1,1,0,0,0,0,1,1,1,,1,1,0,0,1,0,1,piso,133
125,,3,3,,,1,0,1135,275000,2200,0,False,2004,,,1,0,1,,0,1,1,0,1,0,0,,0,,,,,,,duplex,131
75,,3,1,,,2,0,672,131400,1752,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,133
71,,3,1,,,,,672,131400,1851,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,134
80,72,3,1,,,1,0,517,95000,1188,0,False,,,,1,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,134
66,60,3,1,,,1,0,508,93000,1409,0,False,1969,0,1,1,0,,1,0,0,1,1,0,0,0,,0,,,,,,,piso,134
95,75,2,2,,,bajo,1,760,154500,1626,0,False,2007,,,0,0,1,,0,0,1,0,0,0,0,,0,,,,,,,piso,134
61,,3,1,,,4,0,539,100000,1639,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,131
42,,4,1,,,bajo,1,521,95900,2283,0,,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,135
85,64,3,1,,,1,0,762,154900,1822,0,False,1980,0,1,1,0,0,1,0,0,1,0,0,0,0,,1,0,10000,0,1,0,0,piso,133
80,74,2,1,,,3,0,604,115000,1438,0,False,,0,1,0,1,1,1,0,0,1,0,1,0,1,,0,,,,,,,piso,132
55,45,2,1,,,3,0,521,96000,1745,0,False,1962,0,1,0,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,133
60,50,0,1,,,bajo,1,471,85000,1417,0,False,,0,1,0,1,0,1,0,0,0,0,1,1,0,,0,,,0,0,0,1,estudio,134
60,53,2,1,,,3,0,517,95000,1583,0,False,,,,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
55,,3,1,,,1,0,437,78000,1418,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
93,90,3,1,,,bajo,1,660,128500,1382,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,1,piso,131
55,50,2,1,,,bajo,1,517,95000,1727,0,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,133
82,70,3,1,,,3,0,465,83900,1023,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
53,50,2,1,,,1,0,521,96000,1811,0,False,,,,1,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
69,,2,1,,,bajo,1,619,118600,1719,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,134
58,,2,1,,,1,0,617,118000,2034,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,133
70,55,2,1,,,1,0,923,202000,2886,0,False,2009,,,0,0,1,1,0,0,1,0,1,0,0,,0,,,,,,,piso,133
47,33,1,1,,,3,0,721,144000,3064,0,False,2009,,,0,0,1,,0,0,1,0,1,0,0,,0,,,,,,,piso,133
64,,2,1,,,1,0,535,98968,1546,0,False,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,133
50,40,2,1,,,3,0,561,105000,2100,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,133
103,,3,2,,,7,0,1108,265000,2573,0,False,,0,1,1,1,1,1,0,1,1,0,0,0,1,,1,1,0,0,0,1,0,duplex,131
90,80,3,2,,,1,0,1174,290000,3222,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,1,0,piso,131
66,,2,1,,,3,0,494,90000,1364,0,False,,,,0,0,0,1,0,0,0,1,0,0,0,,0,,,,,,,piso,131
70,65,2,1,,,bajo,1,423,75000,1071,0,False,1973,0,1,1,1,0,1,0,0,0,1,0,0,0,,0,,,,,,,piso,134
60,55,2,1,,,2,0,646,125000,2083,0,False,,0,1,0,0,0,1,0,0,0,1,0,0,0,,0,,,,,,,piso,134
101,,2,2,,,6,0,1081,255000,2525,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,1,1,piso,131
75,,3,1,,,3,0,614,117300,1564,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,134
55,50,2,1,,,3,0,524,96600,1756,1,False,1959,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,134
77,,3,1,,,3,0,621,119000,1545,0,False,1960,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
56,,3,1,,,1,0,539,100000,1786,0,False,1967,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,133
68,,3,1,,,2,0,526,97000,1426,0,,,,,1,0,,1,0,0,0,0,0,0,0,,0,,,,,,,piso,131
72,65,3,1,,,entreplanta exterior,1,517,95000,1319,1,False,1965,0,1,0,0,1,1,0,0,1,0,0,1,0,,0,,,0,1,1,1,piso,133
70,,3,1,,,3,0,686,135000,1929,0,False,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,134
75,73,2,2,,,bajo,1,901,195000,2600,0,False,,0,1,1,1,0,1,0,0,0,0,0,1,0,,0,,,0,0,0,1,piso,133
120,105,3,1,,,1,0,901,195000,1625,0,False,1970,,,1,1,0,1,0,0,1,0,0,0,0,,0,,,1,0,1,0,piso,134
91,,2,2,,,1,0,964,215000,2363,0,False,,0,1,0,1,1,1,0,1,0,0,1,1,1,,1,1,0,,,,,piso,134
95,84,2,1,,,2,0,634,122000,1284,0,False,1967,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,1,0,1,piso,134
61,,3,1,,,1,0,646,125000,2049,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
73,,2,1,,,1,0,625,120000,1644,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,133
66,,3,1,,,1,0,508,93000,1409,1,False,,0,1,1,0,0,1,0,0,1,1,0,0,0,,0,,,0,0,0,1,piso,134
68,57,2,1,,,4,0,646,125000,1838,0,False,,0,1,1,1,0,1,0,0,1,0,0,0,1,,0,,,0,0,1,0,piso,132
70,,3,1,,,3,0,561,104840,1498,0,False,1968,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,134
42,,4,1,,,,,521,95900,2283,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,135
54,,3,1,,,bajo,1,403,71000,1315,1,False,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,132
56,,3,1,,,1,0,561,105000,1875,0,False,1967,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,133
100,,4,1,,,1,0,798,165000,1650,0,False,,,,0,1,1,1,0,0,1,0,0,0,1,,0,,,0,1,0,0,piso,132
125,116,4,2,,,entreplanta exterior,1,827,173000,1384,0,False,,1,0,0,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
54,,3,1,,,bajo,1,403,71000,1315,1,False,1965,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
130,,4,2,,,2,0,809,168000,1292,0,False,,0,1,0,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
68,62,2,1,,,entreplanta exterior,1,539,99900,1469,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
85,80,3,1,,,3,0,658,128000,1506,1,False,1975,,,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,1,piso,134
75,70,3,1,,,3,0,625,120000,1600,0,False,1974,0,1,1,0,0,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,piso,134
80,77,2,1,,,1,0,517,95000,1188,0,False,,,,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,132
64,,2,1,,,2,0,583,110000,1719,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,135
69,67,4,1,,,3,0,475,85900,1245,0,False,,,,0,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,135
115,,4,1,,,1,0,867,184900,1608,0,False,,0,1,1,1,0,1,0,0,1,1,0,0,0,,0,,,0,0,1,0,piso,133
70,,3,1,,,2,0,715,142500,2036,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,135
56,,2,1,,,4,0,579,109000,1946,0,False,1965,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,132
90,,2,1,,,4,0,705,140000,1556,0,False,,0,1,1,0,0,1,0,0,0,0,0,0,1,,0,,,,,,,piso,134
75,,3,1,,,3,0,614,117300,1564,0,,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,134
71,63,2,1,,,1,0,625,120000,1690,0,False,,,,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,1,1,0,piso,133
76,70,3,1,,,2,0,583,110000,1447,0,False,,,,0,0,1,1,0,0,1,0,0,0,1,,0,,,,,,,piso,135
114,,4,2,,,2,0,1197,299000,2623,0,False,,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,134
90,,3,2,,,3,0,851,180000,2000,0,False,,0,1,1,1,1,1,0,0,0,1,0,0,0,,1,1,0,,,,,piso,134
70,66,3,1,,,1,0,471,85000,1214,1,False,,,,0,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,135
80,60,3,1,,,bajo,1,539,100000,1250,1,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,134
96,,4,2,,,7,0,816,170000,1771,1,False,,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,132
50,,1,1,,,2,0,646,125000,2500,0,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,131
85,,3,2,,,1,0,1009,230000,2706,0,False,,,,0,0,1,1,0,1,1,0,0,0,1,,1,1,0,,,,,piso,133
90,,3,2,,,5,0,1200,300000,3333,0,False,,,,0,0,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,131
60,,3,1,,,entreplanta exterior,1,625,120000,2000,0,False,,0,1,0,0,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,135
90,80,2,2,,,7,0,1038,240000,2667,0,False,,,,1,1,1,1,0,1,1,1,1,0,1,,1,1,0,,,,,atico,134
60,,3,1,,,4,0,705,140000,2333,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
105,90,3,2,,,2,0,686,135000,1286,0,False,,,,0,1,0,1,0,0,0,0,1,0,1,,0,,,0,0,1,0,piso,132
140,130,3,3,,,4,0,1299,340000,2429,1,False,2003,0,1,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,1,0,1,0,duplex,131
112,99,3,2,,,1,0,1009,230000,2054,0,False,1965,0,1,1,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,134
60,,3,1,,,4,0,725,145000,2417,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
62,,2,1,,,2,0,715,142450,2298,1,False,,,,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,133
240,,4,3,3,,,0,1850,580000,2417,0,False,,,,1,1,,,0,0,1,1,1,0,0,,1,1,0,0,0,1,0,casa o chalet,134
81,,3,1,,,3,0,780,160000,1975,0,False,,,,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,1,piso,132
75,70,3,1,,,3,0,851,180000,2400,0,False,,,,1,1,0,1,0,0,1,0,1,0,0,,1,1,0,1,0,1,0,piso,133
72,70,3,1,,,2,0,666,130000,1806,0,False,,,,0,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,1,1,piso,134
95,,2,2,,,3,0,1067,250000,2632,0,False,,0,1,1,1,1,1,0,1,0,0,0,1,1,,1,1,0,,,,,piso,131
49,,1,1,,,2,0,884,190000,3878,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,1,0,0,0,piso,134
90,71,3,1,,,2,0,813,169000,1878,0,False,,,,1,0,0,1,0,1,1,0,0,0,1,,0,,,,,,,piso,134
78,60,2,1,,,3,0,809,168000,2154,0,False,,,,0,0,0,1,0,0,1,1,1,0,0,,0,,,,,,,piso,134
100,90,3,1,,,3,0,948,210000,2100,0,False,,,,1,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,134
70,,3,1,,,1,0,517,95000,1357,0,False,,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,135
52,45,2,1,,,bajo,1,422,74800,1438,1,False,1965,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,134
