sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,product,neighborhood
400,,5,6,3,1,,0,-366133,3200000,8000,0,False,,0,1,1,1,,,1,1,1,1,1,0,0,,1,1,0,1,1,1,1,casa o chalet,49
802,,7,5,4,700,,0,-59721,2260000,2818,0,False,2002,,,1,1,,,1,1,1,0,1,0,0,,1,1,0,1,1,1,1,casa o chalet,56
58,,2,1,,,3,0,744,150000,2586,0,False,1967,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,53
45,,1,1,,,bajo,1,583,110000,2444,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,55
140,,3,2,,,6,0,1747,535000,3821,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,51
63,,2,1,,,3,0,851,180000,2857,1,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,54
104,74,3,2,,,1,0,1508,430000,4135,0,False,,,,1,1,1,1,0,1,0,1,1,0,1,,1,1,0,0,0,1,1,piso,51
105,100,3,2,,,1,0,1416,390000,3714,0,False,,,,1,1,1,1,0,1,1,1,1,0,1,,0,,,0,0,0,1,piso,51
213,,5,3,,,3,0,2255,760000,3568,0,False,,1,0,1,1,1,1,0,1,0,0,0,1,1,,1,1,0,0,1,1,0,piso,56
677,570,6,7,2,2,,0,-51191,2200000,3250,0,False,1965,0,1,0,1,,,1,1,1,1,1,0,0,,1,1,0,0,0,1,1,casa o chalet,49
371,,5,4,3,374,,0,2285,775000,2089,0,False,,,,0,1,,,1,0,1,0,1,0,0,,1,1,0,,,,,casa o chalet,53
60,,3,1,,,4,0,713,142000,2367,0,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,55
377,,5,5,,274,,,2324,795000,2109,0,False,,0,1,1,1,,,1,0,1,1,1,0,0,,1,1,0,,,,,chalet pareado,53
43,,2,1,,,1,0,780,160000,3721,0,False,,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,54
240,,4,3,,,2,0,2432,860000,3583,0,False,,1,0,0,1,1,1,0,1,1,1,1,1,1,,1,1,0,,,,,piso,49
360,,5,4,4,100,,0,2432,860000,2389,0,False,,0,1,1,1,,,0,0,1,0,1,0,0,,1,1,0,1,0,1,0,chalet adosado,48
157,,4,2,,,1,0,1735,530000,3376,0,False,,1,0,1,1,1,1,0,0,1,0,1,0,1,,1,1,0,,,,,piso,53
343,,4,4,3,251,,0,2480,1034000,3015,0,False,2020,0,1,1,1,,,1,0,1,1,0,1,0,,1,1,0,1,0,0,1,chalet pareado,53
134,,3,2,,,3,0,1694,512000,3821,0,False,,0,1,1,1,1,1,0,1,1,1,1,0,1,,1,1,0,0,0,1,1,piso,51
184,,4,3,,,7,0,2148,710000,3859,0,False,2007,0,1,1,1,1,1,0,1,0,0,1,1,1,,1,1,0,0,0,0,1,piso,53
389,,6,3,3,715,,0,2386,830000,2134,1,False,,0,1,1,1,,,1,1,1,1,1,0,0,,1,1,0,0,0,1,0,casa o chalet,53
102,,3,2,,,1,0,1551,449000,4402,0,False,,1,0,0,1,1,1,0,0,0,0,0,1,1,,0,,,0,0,1,1,piso,54
220,214,5,4,,,5,0,2510,998000,4536,0,False,,,,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,0,1,0,0,piso,50
135,,3,2,,,1,0,2126,700000,5185,0,False,,1,0,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,0,0,0,1,piso,50
305,,5,5,,,,,1975,1187500,3893,0,False,,0,1,1,0,,,1,1,1,0,0,0,0,,1,1,0,1,0,1,0,chalet adosado,56
107,,3,2,,,1,0,1770,545000,5093,0,False,2007,0,1,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,0,0,0,1,piso,51
113,,3,2,,,bajo,1,1966,630000,5575,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,52
254,,4,4,,,4,0,2324,795000,3130,0,False,,1,0,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,0,1,1,0,piso,49
215,,4,4,,,7,0,2475,895000,4163,0,False,1989,0,1,1,1,1,1,0,1,1,0,0,1,1,,1,1,0,0,0,1,1,piso,56
146,,3,3,,,4,0,1966,630000,4315,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,1,0,1,piso,51
54,50,2,1,,,3,0,744,150000,2778,0,False,,0,1,1,1,0,1,0,0,1,1,0,0,0,,0,,,0,1,0,1,piso,55
103,93,3,2,,,6,0,1375,372000,3612,0,False,1983,0,1,1,0,1,1,0,0,1,0,1,0,1,,0,,,0,1,1,0,piso,53
230,,5,3,,,4,0,2458,880000,3826,0,False,,,,1,1,1,1,0,1,0,0,0,1,1,,1,1,0,0,0,1,1,piso,56
150,110,4,2,,,1,0,1781,550000,3667,0,False,,0,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,0,0,1,0,1,piso,51
200,180,4,3,,,3,0,2378,825000,4125,0,False,2008,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,0,0,1,1,duplex,52
92,,3,1,,,2,0,1135,275000,2989,0,False,,0,1,1,0,1,1,0,0,1,0,0,1,1,,0,,,1,1,0,0,piso,53
185,150,3,3,,325,,,2378,825000,4459,0,,2020,0,1,1,1,,,1,1,0,0,0,0,0,,0,,,0,0,1,1,casa o chalet,53
300,,5,4,,300,,,1975,1187500,3958,1,False,,,,1,1,,,1,1,0,0,0,0,0,,1,1,0,,,,,chalet adosado,56
95,90,3,1,,,1,0,1161,285000,3000,0,False,,,,0,0,1,1,0,0,1,0,0,0,1,,0,,,1,0,1,1,piso,53
210,187,5,3,,,6,0,2315,790000,3762,0,False,1985,1,0,1,1,1,1,0,1,1,1,0,1,1,,1,1,0,0,0,1,1,piso,50
79,70,1,1,,,3,0,1151,281000,3557,0,False,2008,0,1,1,0,1,1,0,0,1,0,0,1,0,,1,0,18000,0,0,0,1,duplex,55
144,,3,2,,,3,0,1621,480000,3333,0,False,,0,1,1,1,1,1,0,0,0,1,1,0,0,,1,1,0,,,,,piso,51
195,170,4,2,,,3,0,2287,776000,3979,0,False,2008,0,1,1,1,1,1,0,1,1,1,0,0,1,,1,1,0,1,0,0,0,duplex,52
36,,0,1,,,2,0,1009,230000,6389,0,False,,,,0,0,1,1,0,1,0,0,1,1,1,,1,1,0,0,1,1,0,estudio,51
45,,1,1,,,bajo,1,654,127000,2822,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,55
125,120,3,2,,,6,0,1735,530000,4240,0,False,,,,0,1,1,0,0,1,1,0,1,0,1,,1,1,0,,,,,piso,51
85,,3,1,,,3,0,1108,265000,3118,1,False,,,,0,1,1,1,0,0,1,0,0,0,1,,0,,,0,0,1,0,piso,55
100,90,3,1,,,1,0,1275,330000,3300,0,False,1974,0,1,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,50
110,105,2,1,,,bajo,1,964,215000,1955,0,False,2009,0,1,1,0,1,1,0,0,1,1,0,0,0,,1,0,20000,1,1,1,1,duplex,55
110,108,2,2,,,bajo,1,1108,265000,2409,0,False,2009,0,1,1,0,1,1,0,0,1,0,0,0,0,,1,0,19500,1,1,1,1,duplex,55
60,50,0,1,,,5,0,1161,285000,4750,1,False,1965,1,0,1,0,1,1,0,1,1,0,1,0,1,,0,,,0,0,1,0,atico,49
98,,2,2,,,2,0,1551,449000,4582,0,False,,,,1,1,1,1,0,0,1,0,1,0,0,,1,1,0,,,,,piso,52
170,,1,1,,,5,0,1781,550000,3235,0,False,,,,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,atico,52
72,68,3,1,,,bajo,1,979,220000,3056,1,False,1942,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,49
394,,7,5,,,2,0,539,1343500,3410,0,False,2007,0,1,1,1,1,1,0,1,0,0,0,0,1,,0,,,,,,,piso,53
407,335,5,5,3,335,,0,2504,929000,2283,0,False,2004,0,1,1,1,,,1,1,1,1,1,0,0,,1,1,0,1,1,1,1,chalet adosado,53
70,,2,1,,,4,0,770,157260,2247,0,False,1960,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,55
42,,1,1,,,1,0,744,150000,3571,0,False,2008,,,1,1,1,1,0,0,0,0,1,0,0,,0,,,,,,,piso,55
53,50,2,1,,,bajo,1,948,210000,3962,0,False,,0,1,1,0,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,54
60,,2,1,,,1,0,884,190000,3167,0,False,,0,1,0,0,1,1,0,0,0,0,1,1,0,,0,,,0,0,0,1,piso,54
61,42,2,1,,,4,0,780,160000,2623,0,False,,0,1,1,0,1,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,piso,54
90,,2,2,,,5,0,1358,365000,4056,0,False,,0,1,1,1,1,1,0,0,0,0,0,1,0,,1,1,0,0,0,1,1,piso,55
97,70,3,2,,,4,0,1405,385000,3969,0,False,,0,1,1,1,1,1,0,1,0,0,1,0,0,,1,1,0,0,1,0,0,piso,51
160,130,4,2,,,6,0,1897,600000,3750,1,False,,,,0,1,1,1,0,1,1,0,0,0,1,,1,1,0,0,0,0,1,piso,50
68,62,2,1,,,3,0,948,210000,3088,1,False,1972,0,1,0,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,54
181,,4,3,3,,,0,2295,780000,4309,0,False,,,,0,0,,,0,1,0,0,0,0,0,,1,1,0,,,,,chalet adosado,56
126,92,3,2,,,1,0,1793,555000,4405,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,0,,,1,0,1,0,piso,48
113,88,3,2,,,5,0,2081,680000,6018,0,False,2005,0,1,1,1,1,1,0,1,0,1,1,0,1,,1,1,0,1,0,1,0,piso,51
95,90,2,2,,,1,0,1430,396000,4168,0,False,,0,1,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,51
180,175,6,3,2,350,,0,2417,850000,4722,0,False,,,,0,1,,,1,0,1,0,1,0,0,,1,1,0,,,,,casa o chalet,53
120,,4,2,,,8,0,1530,440000,3667,1,False,,,,0,1,1,1,0,1,1,0,0,0,1,,1,1,0,,,,,piso,53
129,110,3,2,,,2,0,1735,530000,4109,0,False,1969,1,0,1,1,1,1,0,1,0,0,0,0,1,,1,1,0,1,0,1,0,piso,56
56,,2,1,,,2,0,868,185000,3304,0,False,,,,0,1,1,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,piso,54
50,42,1,1,,,1,0,917,199999,4000,0,False,,0,1,1,1,1,1,0,0,0,1,0,1,0,,0,,,0,0,1,0,piso,54
80,,2,1,,,8,0,1108,265000,3312,0,False,,0,1,1,1,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,54
110,,3,2,,,1,0,1587,465000,4227,0,False,,0,1,0,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,1,0,piso,56
70,65,2,1,,,4,0,1094,260000,3714,0,False,,0,1,1,1,1,1,0,0,0,1,0,1,0,,0,,,,,,,piso,54
123,,4,2,,,bajo,1,1621,480000,3902,0,False,,1,0,1,1,1,1,0,1,1,0,0,1,1,,1,1,0,,,,,piso,53
380,,5,5,1,250,,0,2516,960000,2526,0,False,,,,1,1,,,1,1,1,0,1,0,0,,1,1,0,,,,,chalet pareado,53
50,40,1,1,,,bajo,1,744,150000,3000,0,False,,,,1,1,1,0,0,0,1,0,1,0,0,,0,,,1,0,0,0,piso,53
90,70,3,1,,,5,0,816,170000,1889,0,False,,0,1,1,1,0,1,0,0,1,0,1,0,0,,0,,,1,0,0,0,piso,55
143,,3,3,,,1,0,1781,550000,3846,0,False,,0,1,0,1,1,1,0,1,0,0,1,0,1,,1,1,0,1,0,0,0,duplex,53
110,,3,2,,,5,0,1576,460000,4182,0,False,2005,0,1,1,1,1,1,0,1,0,0,1,1,1,,1,1,0,0,1,0,0,piso,51
100,78,2,2,,,3,0,1485,420000,4200,0,False,2020,0,1,0,1,1,1,0,1,1,1,1,0,1,,1,1,0,0,0,0,1,piso,48
129,95,3,2,,,4,0,1382,375000,2907,0,False,1974,,,0,0,1,,0,1,0,0,0,0,1,,0,,,,,,,piso,50
65,,2,1,,,3,0,879,188470,2900,0,False,,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,55
44,,1,1,,,bajo,1,398,70000,1591,0,False,1970,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,53
68,,2,1,,,5,0,1092,259000,3809,0,,,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,54
123,,3,2,,,7,0,1553,450000,3659,0,False,1976,1,0,1,1,1,1,0,0,1,1,0,1,1,,1,1,0,0,0,1,0,piso,50
47,,0,1,,,bajo,1,1009,230000,4894,0,False,,0,1,1,1,0,1,0,0,0,0,1,1,0,,1,1,0,0,0,0,1,estudio,55
240,,4,3,2,250,,0,2417,850000,3542,0,,,0,1,1,1,,,1,0,0,0,0,0,0,,0,,,,,,,chalet adosado,53
65,,2,1,,,bajo,1,833,175000,2692,0,False,,0,1,1,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,53
130,125,3,2,,,4,0,2058,670000,5154,0,False,,0,1,1,1,1,1,0,1,1,0,0,1,1,,1,1,0,,,,,piso,50
110,99,4,2,,,2,0,1485,420000,3818,0,False,,,,0,1,1,1,0,1,1,0,0,0,1,,0,,,1,0,0,0,piso,56
56,50,2,1,,,9,0,884,190000,3393,0,False,1955,,,0,0,1,1,0,0,1,0,0,1,0,,0,,,0,0,1,0,piso,54
120,,3,2,,,2,0,1542,445000,3708,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,51
106,85,3,2,,,1,0,1119,269000,2538,0,False,2001,0,1,0,1,1,1,0,0,0,1,1,0,0,,1,1,0,,,,,piso,55
130,,3,2,,,1,0,1485,420000,3231,0,False,,0,1,0,1,1,1,0,0,1,1,0,0,1,,1,1,0,,,,,piso,50
89,70,2,2,,,1,0,1667,500000,5618,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,1,0,0,piso,53
53,,1,1,,,3,0,1038,240000,4528,0,False,2007,,,0,1,1,1,0,1,0,0,1,0,0,,0,,,,,,,piso,53
96,,2,1,,,4,0,1382,375000,3906,0,False,,,,1,1,1,1,0,1,1,1,1,0,1,,1,0,15000,1,0,1,0,duplex,51
128,,3,2,,,1,0,1943,620000,4844,0,False,,,,0,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,52
52,45,2,1,,,5,0,979,220000,4231,1,False,,0,1,0,0,1,1,0,0,1,0,0,0,0,,0,,,0,1,1,0,piso,54
110,,2,2,,,4,0,1508,430000,3909,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,52
80,,3,1,,,1,0,1122,270000,3375,1,False,,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,54
160,130,4,2,,,1,0,2012,650000,4062,0,False,2004,0,1,0,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,0,1,piso,51
72,62,2,1,,,bajo,1,1067,250000,3472,1,False,,0,1,0,1,1,1,0,0,0,0,1,0,0,,1,1,0,0,1,1,0,piso,47
93,,3,2,,,2,0,1644,490000,5269,0,False,,1,0,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,0,1,piso,51
192,145,4,3,,,2,0,2410,845000,4401,0,False,2017,1,0,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,1,1,0,0,piso,51
265,,4,4,,,1,0,2417,850000,3208,0,False,1983,,,1,0,1,1,0,1,1,1,0,0,1,,1,1,0,1,1,0,0,piso,53
54,45,2,1,,,bajo,1,851,180000,3333,1,False,,,,0,0,1,1,0,0,0,0,0,1,0,,0,,,1,0,0,0,piso,53
,,9,8,2,3,,0,-261854,2990000,2990,0,False,,,,1,1,,,1,1,1,0,1,0,0,,1,1,0,,,,,casa o chalet,49
56,53,2,1,,,2,0,854,181000,3232,0,False,,0,1,0,0,1,1,0,0,0,1,0,0,0,,0,,,1,0,0,0,piso,54
60,55,2,1,,,bajo,1,948,210000,3500,0,False,,,,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,54
110,95,3,2,,,3,0,1200,300000,2727,0,False,,1,0,0,1,1,1,0,0,1,0,0,0,0,,0,,,1,1,0,1,piso,55
115,,2,2,,,2,0,1596,469000,4078,0,False,,,,1,1,1,1,0,1,0,0,0,0,1,,1,1,0,0,1,1,0,piso,51
70,67,2,1,,,8,0,1094,260000,3714,0,False,,,,0,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,54
80,,3,2,,,bajo,1,1094,260000,3250,0,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,53
193,,5,3,,,5,0,1735,530000,2746,1,False,,,,0,1,1,1,0,1,1,0,0,0,1,,1,1,0,,,,,piso,54
120,,3,2,,,4,0,2012,650000,5417,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,51
180,,3,2,,,7,0,2234,750000,4167,0,False,,,,0,0,1,1,0,0,1,1,1,0,0,,1,1,0,,,,,atico,51
340,,4,4,2,950,,0,-1225,1450000,4265,1,False,1957,,,0,1,,,1,1,1,0,1,0,0,,1,1,0,0,0,1,1,casa o chalet,56
76,67,3,1,,,1,0,809,168000,2211,0,False,1965,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,55
56,,2,1,,,4,0,780,160000,2857,0,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,55
132,,3,2,,,3,0,1758,540000,4091,0,,2010,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,51
126,,3,2,,,5,0,1346,360000,2857,0,False,,1,0,1,1,1,1,0,0,1,0,1,1,1,,0,,,,,,,piso,54
39,,1,1,,,entreplanta exterior,1,744,150000,3846,1,False,,0,1,0,0,1,1,0,0,0,0,0,1,0,,0,,,0,0,0,1,piso,53
250,220,5,4,,,4,0,2232,749000,2996,0,False,,1,0,1,1,1,1,0,1,1,1,0,1,1,,1,1,0,0,0,1,0,piso,53
40,,0,1,,,2,0,646,125000,3125,0,False,,,,1,1,1,1,0,0,1,0,0,0,0,,1,0,20000,0,0,0,1,estudio,55
120,100,3,2,,,3,0,1662,497900,4149,0,False,,,,0,1,1,1,0,1,1,1,0,0,1,,0,,,0,1,0,1,piso,53
90,,3,1,,,3,0,1009,230000,2556,1,False,,,,0,1,1,1,0,0,1,1,0,0,1,,0,,,,,,,piso,55
70,67,2,2,,,8,0,1058,247000,3529,0,False,,,,0,1,1,1,0,0,0,0,1,0,1,,0,,,0,0,1,0,piso,54
62,,2,1,,,9,0,894,193000,3113,0,False,,1,0,0,1,1,1,0,0,1,0,0,1,0,,0,,,1,1,1,1,piso,54
70,65,3,1,,,3,0,851,180000,2571,0,False,,0,1,1,0,0,1,0,0,0,1,0,0,0,,0,,,1,0,0,1,piso,55
96,86,3,2,,,3,0,1275,330000,3438,1,False,,1,0,0,1,1,1,0,0,1,1,1,0,0,,0,,,1,1,0,0,piso,53
66,,2,1,,,2,0,979,220000,3333,0,False,,,,0,1,1,1,0,0,0,0,1,0,0,,0,,,1,0,0,0,piso,54
60,55,2,1,,,3,0,884,190000,3167,0,False,,,,0,1,1,1,0,0,0,0,1,0,1,,0,,,0,0,1,1,piso,53
93,85,3,1,,,1,0,973,218000,2344,1,False,,0,1,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,53
130,,3,2,,,5,0,2402,840000,6462,0,False,,,,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,0,0,1,0,atico,52
110,,3,2,,,4,0,1689,510000,4636,0,False,,0,1,0,1,1,1,0,1,0,1,1,1,1,,1,1,0,,,,,piso,51
59,,2,1,,,4,0,1009,230000,3898,0,False,,0,1,0,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,54
80,66,3,1,,,1,0,1094,260000,3250,0,False,,0,1,0,1,0,1,0,0,1,1,1,0,1,,0,,,0,1,0,0,piso,47
140,120,3,2,,,4,0,2181,725000,5179,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,1,0,0,0,atico,53
178,,4,3,,,1,0,2192,730000,4101,0,False,,,,0,1,1,1,0,1,1,0,0,0,1,,1,1,0,,,,,piso,50
70,62,2,1,,130,,,917,200000,2857,0,False,,,,0,0,,,0,0,1,0,1,0,0,,0,,,0,0,0,1,casa o chalet,55
53,49,2,1,,,4,0,848,179140,3380,1,False,1965,0,1,0,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,54
320,,4,3,,,,,-6992,1650000,5156,1,False,,,,0,0,,,1,1,0,0,0,0,0,,0,,,,,,,casa o chalet,56
146,,4,2,,,6,0,1435,398000,2726,1,False,,,,0,1,1,1,0,1,1,0,0,0,1,,1,1,0,,,,,piso,50
101,,3,2,,,3,0,1462,410000,4059,0,False,,0,1,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,51
90,,4,1,,,bajo,1,1174,290000,3222,0,False,,,,0,1,1,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,47
351,,5,5,4,,,0,2333,800000,2279,0,False,,,,1,1,,,1,1,0,0,1,0,0,,1,1,0,0,0,1,0,chalet pareado,53
23,,0,1,,,2,0,604,115000,5000,0,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,54
144,102,2,3,,,,,2040,662000,4597,0,,2018,,,1,1,1,1,0,1,1,1,1,0,0,,1,1,0,0,0,1,0,atico,49
150,,4,2,,,bajo,1,1425,394000,2627,0,False,,0,1,1,1,1,1,0,0,0,0,1,0,0,,0,,,,,,,piso,55
246,,5,4,,,4,0,2232,749000,3045,0,False,,1,0,0,1,1,1,0,1,1,1,0,1,1,,1,1,0,0,0,1,0,piso,53
208,,4,5,,,2,0,2470,890000,4279,0,False,1995,1,0,1,1,1,1,0,1,1,1,0,1,1,,0,,,0,0,1,1,piso,49
170,,4,3,,,,,2508,937143,5513,0,,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,50
101,75,2,2,,,1,0,1462,410000,4059,0,False,2008,0,1,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,0,1,piso,51
90,,2,1,,,5,0,1038,240000,2667,0,False,,,,0,1,1,1,0,0,1,1,0,1,1,,0,,,,,,,piso,55
220,,5,3,,,9,0,2203,735000,3341,0,False,,,,1,1,1,1,0,1,0,0,0,0,1,,0,,,,,,,piso,54
220,,5,3,,,9,0,2203,735000,3341,0,False,,0,1,1,0,1,1,0,1,0,0,0,1,1,,0,,,,,,,piso,54
484,,7,4,3,368,,0,2475,895000,1849,0,False,1986,0,1,0,1,,,0,0,0,0,1,0,0,,1,1,0,1,1,0,0,chalet pareado,53
110,,3,2,,,2,0,1496,425000,3864,0,False,1991,0,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,0,0,1,0,0,piso,53
70,,3,1,,,1,0,1009,230000,3286,0,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,54
60,55,2,1,,,2,0,814,169500,2825,1,False,,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,54
110,100,4,2,,,7,0,1474,415000,3773,0,False,1983,1,0,1,1,1,1,0,1,0,0,1,1,1,,0,,,0,1,0,1,piso,53
70,69,3,1,,,bajo,1,780,160000,2286,0,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,53
180,163,6,3,,,3,0,1758,540000,3000,0,False,1980,,,1,1,1,1,0,0,0,0,0,1,0,,1,1,0,,,,,piso,53
52,46,1,1,,,bajo,1,604,115000,2212,0,False,,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,54
300,,4,3,4,,,0,2417,850000,2833,0,False,,,,1,1,,,1,1,1,0,1,0,0,,1,1,0,0,0,0,1,chalet adosado,55
140,,4,2,,,7,0,1804,560000,4000,0,False,,1,0,0,1,1,1,0,1,1,0,0,1,1,,1,1,0,,,,,piso,50
90,80,3,1,,,bajo,1,884,190000,2111,1,False,1970,0,1,0,1,1,1,0,0,1,0,0,1,0,,0,,,0,0,1,1,piso,54
85,,3,1,,,5,0,1135,275000,3235,0,False,,0,1,1,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,55
161,,4,2,,,1,0,1893,598500,3717,0,False,,,,0,1,1,1,0,1,0,0,1,1,1,,1,1,0,,,,,piso,51
338,,4,4,4,,,0,2331,799000,2364,0,False,,,,1,1,,,1,1,1,0,0,0,0,,1,1,0,1,0,1,0,chalet adosado,48
394,,3,2,,,,,539,1343500,3410,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,53
696,,3,2,,,,,-39023,2100920,3019,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,casa o chalet,56
465,464,5,4,3,353,,0,2514,950000,2043,0,False,2019,0,1,1,1,,,1,1,1,0,0,1,0,,1,1,0,0,1,0,0,chalet pareado,53
60,,2,1,,,1,0,816,170000,2833,1,False,1965,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,54
106,97,3,2,,,bajo,1,1262,325000,3066,1,False,1970,1,0,0,1,1,1,0,0,1,0,1,1,1,,0,,,0,1,0,0,piso,54
138,,3,2,,,4,0,1966,630000,4565,0,False,,0,1,0,1,1,1,0,1,0,0,1,1,1,,1,1,0,,,,,piso,52
66,,2,1,,,5,0,1067,250000,3788,0,False,1972,0,1,1,0,1,1,0,0,1,0,0,0,0,,0,,,0,1,1,0,piso,54
100,,3,2,,,4,0,1621,480000,4800,0,False,,0,1,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,51
43,40,1,1,,,3,0,1067,250000,5814,0,False,,1,0,1,1,0,,0,1,0,0,0,0,1,,0,,,,,,,piso,53
80,,3,1,,,1,0,1006,229000,2862,0,False,,0,1,0,1,1,1,0,0,0,0,0,1,0,,0,,,0,0,1,1,piso,53
122,95,3,2,,,4,0,1382,375000,3074,0,False,1974,0,1,0,1,1,,0,0,1,0,0,0,0,,0,,,,,,,piso,50
115,,3,2,,,bajo,1,1966,630000,5478,0,False,2005,,,0,1,1,1,0,1,1,0,1,1,1,,1,1,0,0,1,0,0,piso,52
60,,2,1,,,8,0,917,200000,3333,0,False,1970,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,54
122,,4,2,,,4,0,1382,375000,3074,0,False,,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,1,0,1,piso,50
95,83,3,2,,,3,0,1416,390000,4105,1,False,1970,1,0,0,0,1,1,0,1,1,0,1,1,1,,1,1,0,0,1,0,1,piso,56
125,,3,2,,,7,0,2012,650000,5200,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,0,0,0,1,atico,51
580,460,6,6,4,,,0,1960,1190000,2052,0,False,,,,0,1,,,1,1,1,0,1,0,0,,1,1,0,0,0,1,0,chalet pareado,53
165,,2,2,,,5,0,1920,610000,3697,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,0,0,1,1,atico,51
