sq_mt_built,n_bathrooms,n_rooms,rent_price,n_bathrooms,sq_mt_built,buy_price_by_area,has_garden,has_pool,neighborhood,has_pool,buy_price
132.0,2.0,3,1978,2.0,132.0,4811,0,0,21,0,635000
138.0,1.0,3,1642,1.0,138.0,3543,0,0,23,0,489000
37.0,1.0,1,964,1.0,37.0,5811,0,0,23,0,215000
133.0,1.0,3,1941,1.0,133.0,4654,0,0,23,0,619000
82.0,1.0,4,1238,1.0,82.0,3841,0,0,22,0,315000
59.0,1.0,1,1148,1.0,59.0,4746,0,0,21,0,280000
132.0,2.0,3,2305,2.0,132.0,5947,0,0,20,0,785000
91.0,1.0,2,1655,1.0,91.0,5440,0,0,25,0,495000
23.0,1.0,0,666,1.0,23.0,5652,0,0,23,0,130000
90.0,1.0,3,1508,1.0,90.0,4778,0,0,23,0,430000
91.0,1.0,4,1485,1.0,91.0,4615,0,0,23,0,420000
110.0,1.0,3,1610,1.0,110.0,4318,0,0,20,0,475000
50.0,2.0,0,913,2.0,50.0,3980,0,0,21,0,199000
255.0,3.0,4,2457,3.0,255.0,4118,0,0,23,0,1050000
99.0,2.0,3,1438,2.0,99.0,4035,0,0,22,0,399500
70.0,2.0,2,1701,2.0,70.0,7357,0,0,20,0,515000
49.0,1.0,1,1213,1.0,49.0,6224,0,0,23,0,305000
140.0,2.0,4,1804,2.0,140.0,4000,0,0,23,0,560000
232.0,3.0,3,1536,3.0,232.0,5388,0,0,20,0,1250000
47.0,1.0,1,964,1.0,47.0,4574,0,0,20,0,215000
86.0,1.0,1,1416,1.0,86.0,4535,0,0,25,0,390000
70.0,1.0,1,1633,1.0,70.0,6929,0,0,20,0,485000
63.0,1.0,2,1172,1.0,63.0,4587,0,0,23,0,289000
49.0,1.0,1,788,1.0,49.0,3306,0,0,22,0,162000
48.0,1.0,1,913,1.0,48.0,4146,0,0,23,0,199000
50.0,1.0,2,1122,1.0,50.0,5400,0,0,23,0,270000
40.0,1.0,1,1161,1.0,40.0,7125,0,0,25,0,285000
81.0,2.0,2,1474,2.0,81.0,5123,0,1,22,1,415000
56.0,1.0,1,1365,1.0,56.0,6571,0,0,20,0,368000
78.0,1.0,1,1633,1.0,78.0,6218,0,0,23,0,485000
108.0,2.0,3,1323,2.0,108.0,3241,0,0,20,0,350000
232.0,2.0,2,2360,2.0,232.0,3513,0,0,24,0,815000
94.0,2.0,2,1758,2.0,94.0,5745,0,0,23,0,540000
90.0,2.0,2,1867,2.0,90.0,6522,0,0,23,0,587000
81.0,2.0,2,1758,2.0,81.0,6667,0,0,23,0,540000
135.0,2.0,3,1781,2.0,135.0,4074,0,0,21,0,550000
26.0,1.0,1,904,1.0,26.0,7538,0,0,22,0,196000
173.0,3.0,5,-303,3.0,173.0,8092,0,0,25,0,1400000
159.0,5.0,5,2510,5.0,159.0,5912,0,0,23,0,940000
159.0,5.0,5,2510,5.0,159.0,5912,0,0,23,0,940000
57.0,1.0,2,964,1.0,57.0,3772,0,0,22,0,215000
206.0,2.0,3,2497,2.0,206.0,4466,0,0,21,0,920000
63.0,1.0,1,1299,1.0,63.0,5397,0,0,21,0,340000
162.0,2.0,3,2234,2.0,162.0,4630,0,0,21,0,750000
127.0,2.0,3,2001,2.0,127.0,5079,0,0,20,0,645000
89.0,2.0,3,1598,2.0,89.0,5281,0,0,22,0,470000
147.0,1.0,5,1804,1.0,147.0,3810,0,0,23,0,560000
165.0,2.0,5,2058,2.0,165.0,4061,0,0,21,0,670000
64.0,1.0,1,1655,1.0,64.0,7734,0,0,25,0,495000
110.0,2.0,3,1862,2.0,110.0,5318,0,0,23,0,585000
200.0,2.0,4,2458,2.0,200.0,4400,0,0,20,0,880000
85.0,1.0,2,1416,1.0,85.0,4588,0,0,23,0,390000
87.0,2.0,2,1712,2.0,87.0,5977,0,0,23,0,520000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
78.0,1.0,1,1724,1.0,78.0,6731,0,0,23,0,525000
78.0,1.0,1,1655,1.0,78.0,6346,0,0,23,0,495000
99.0,2.0,2,1931,2.0,99.0,6212,0,0,25,0,615000
255.0,3.0,5,-2333,3.0,255.0,5882,0,0,24,0,1500000
93.0,2.0,2,1712,2.0,93.0,5591,0,0,23,0,520000
91.0,2.0,3,1781,2.0,91.0,6044,0,0,20,0,550000
91.0,2.0,3,1781,2.0,91.0,6044,0,0,20,0,550000
461.0,5.0,4,-3471564,5.0,461.0,11258,0,1,21,1,5190000
464.0,5.0,4,-2364074,5.0,464.0,10269,0,1,21,1,4765000
230.0,5.0,4,-74326,5.0,230.0,10217,0,1,21,1,2350000
461.0,5.0,4,-1512366,5.0,461.0,9371,0,1,21,1,4320000
464.0,5.0,4,-886529,5.0,464.0,8297,0,1,21,1,3850000
78.0,1.0,1,1655,1.0,78.0,6346,0,0,23,0,495000
40.0,1.0,1,881,1.0,40.0,4725,0,0,22,0,189000
130.0,3.0,4,1770,3.0,130.0,4192,0,0,22,0,545000
80.0,2.0,2,1299,2.0,80.0,4250,0,0,22,0,340000
121.0,6.0,6,2347,6.0,121.0,9091,0,0,23,0,1100000
165.0,3.0,2,2126,3.0,165.0,4242,0,0,25,0,700000
95.0,2.0,1,1804,2.0,95.0,5895,0,0,25,0,560000
63.0,1.0,2,1094,1.0,63.0,4127,0,0,24,0,260000
64.0,1.0,2,1299,1.0,64.0,5312,0,0,24,0,340000
66.0,1.0,2,1320,1.0,66.0,5288,0,0,20,0,349000
48.0,1.0,1,994,1.0,48.0,4688,0,0,22,0,225000
70.0,1.0,1,1172,1.0,70.0,4129,0,0,22,0,289000
70.0,1.0,2,851,1.0,70.0,2571,0,0,22,0,180000
158.0,2.0,3,2386,2.0,158.0,5253,0,0,20,0,830000
94.0,2.0,2,1758,2.0,94.0,5745,0,0,23,0,540000
87.0,2.0,2,1712,2.0,87.0,5977,0,0,23,0,520000
104.0,1.0,4,1346,1.0,104.0,3462,0,0,22,0,360000
147.0,1.0,3,1576,1.0,147.0,3129,0,0,22,0,460000
108.0,2.0,3,1323,2.0,108.0,3241,0,0,20,0,350000
225.0,3.0,3,1900,3.0,225.0,5333,0,0,24,0,1200000
71.0,1.0,2,535,1.0,71.0,1394,0,0,22,0,99000
119.0,2.0,2,2245,2.0,119.0,6345,0,0,23,0,755000
144.0,5.0,5,2159,5.0,144.0,4965,0,0,23,0,715000
49.0,1.0,1,1344,1.0,49.0,7327,0,0,23,0,359000
78.0,1.0,1,1633,1.0,78.0,6218,0,0,23,0,485000
118.0,2.0,2,2432,2.0,118.0,7288,0,0,20,0,860000
212.0,2.0,3,1059,2.0,212.0,6132,0,0,21,0,1300000
110.0,1.0,3,1346,1.0,110.0,3273,0,0,22,0,360000
220.0,3.0,3,18,3.0,220.0,6273,0,0,20,0,1380000
70.0,2.0,2,1701,2.0,70.0,7357,0,0,20,0,515000
78.0,1.0,1,1655,1.0,78.0,6346,0,0,23,0,495000
87.0,2.0,2,1712,2.0,87.0,5977,0,0,23,0,520000
59.0,1.0,1,1377,1.0,59.0,6322,0,0,25,0,373000
110.0,2.0,3,1966,2.0,110.0,5727,0,0,23,0,630000
66.0,1.0,3,1238,1.0,66.0,4773,0,0,21,0,315000
121.0,6.0,6,2347,6.0,121.0,9091,0,0,23,0,1100000
83.0,2.0,4,1287,2.0,83.0,4036,0,0,24,0,335000
143.0,2.0,3,2452,2.0,143.0,6119,0,0,20,0,875000
54.0,1.0,1,1064,1.0,54.0,4611,0,0,22,0,249000
121.0,2.0,4,1505,2.0,121.0,3545,0,0,24,0,429000
59.0,1.0,2,816,1.0,59.0,2881,0,0,25,0,170000
67.0,1.0,2,1553,1.0,67.0,6716,0,0,20,0,450000
33.0,1.0,1,939,1.0,33.0,6273,0,0,23,0,207000
101.0,3.0,3,1924,3.0,101.0,6059,0,0,22,0,612000
35.0,1.0,1,933,1.0,35.0,5857,0,0,22,0,205000
88.0,2.0,2,1712,2.0,88.0,5909,0,0,23,0,520000
314.0,3.0,6,-14093,3.0,314.0,5729,0,0,21,0,1799000
139.0,4.0,5,2234,4.0,139.0,5396,0,0,22,0,750000
117.0,2.0,2,2324,2.0,117.0,6795,0,0,25,0,795000
51.0,1.0,2,1092,1.0,51.0,5078,0,0,24,0,259000
110.0,1.0,3,1346,1.0,110.0,3273,0,0,22,0,360000
45.0,1.0,0,798,1.0,45.0,3667,0,0,23,0,165000
155.0,1.0,4,1587,1.0,155.0,3000,0,0,25,0,465000
35.0,1.0,1,670,1.0,35.0,3743,0,0,23,0,131000
129.0,6.0,6,2347,6.0,129.0,8527,0,0,23,0,1100000
134.0,1.0,5,1712,1.0,134.0,3881,0,0,20,0,520000
66.0,1.0,1,1439,1.0,66.0,6061,0,0,23,0,400000
43.0,1.0,1,1092,1.0,43.0,6023,0,0,24,0,259000
80.0,1.0,3,1370,1.0,80.0,4624,0,0,23,0,369900
85.0,2.0,2,2058,2.0,85.0,7882,0,0,20,0,670000
100.0,2.0,4,1850,2.0,100.0,5800,0,0,25,0,580000
119.0,2.0,2,1978,2.0,119.0,5336,0,0,21,0,635000
84.0,1.0,2,1113,1.0,84.0,3179,0,0,22,0,267000
43.0,1.0,1,994,1.0,43.0,5233,0,0,22,0,225000
117.0,2.0,2,2510,2.0,117.0,8530,0,1,23,1,998000
82.0,2.0,2,1712,2.0,82.0,6341,0,0,23,0,520000
83.0,1.0,3,1437,1.0,83.0,4807,0,0,23,0,399000
166.0,2.0,2,2417,2.0,166.0,5120,0,0,20,0,850000
41.0,1.0,2,1311,1.0,41.0,8415,0,0,23,0,345000
55.0,2.0,2,1192,2.0,55.0,5400,0,0,20,0,297000
72.0,1.0,1,1633,1.0,72.0,6736,0,0,21,0,485000
94.0,2.0,2,1758,2.0,94.0,5745,0,0,23,0,540000
68.0,1.0,1,1633,1.0,68.0,7132,0,0,23,0,485000
29.0,1.0,2,725,1.0,29.0,5000,0,0,23,0,145000
265.0,2.0,3,452,2.0,265.0,5094,0,1,23,1,1350000
83.0,2.0,2,1528,2.0,83.0,5289,0,0,24,0,439000
57.0,1.0,1,1035,1.0,57.0,4193,0,0,23,0,239000
115.0,3.0,3,1908,3.0,115.0,5261,0,0,21,0,605000
87.0,2.0,2,1712,2.0,87.0,5977,0,0,23,0,520000
87.0,2.0,2,1712,2.0,87.0,5977,0,0,23,0,520000
110.0,1.0,3,1610,1.0,110.0,4318,0,0,20,0,475000
140.0,1.0,5,1804,1.0,140.0,4000,0,0,23,0,560000
131.0,3.0,5,2417,3.0,131.0,6489,0,0,23,0,850000
131.0,3.0,5,2417,3.0,131.0,6489,0,0,23,0,850000
144.0,2.0,3,1978,2.0,144.0,4410,0,0,23,0,635000
318.0,2.0,8,-188041,2.0,318.0,8805,0,0,20,0,2800000
104.0,3.0,3,1839,3.0,104.0,5529,0,0,23,0,575000
107.0,2.0,2,1655,2.0,107.0,4626,0,0,23,0,495000
120.0,2.0,4,2470,2.0,120.0,7417,0,0,24,0,890000
129.0,1.0,3,2058,1.0,129.0,5194,0,0,23,0,670000
75.0,1.0,1,1437,1.0,75.0,5320,0,0,25,0,399000
55.0,1.0,1,1365,1.0,55.0,6691,0,0,20,0,368000
53.0,1.0,1,1172,1.0,53.0,5453,0,0,23,0,289000
122.0,2.0,3,1873,2.0,122.0,4836,0,0,24,0,590000
96.0,1.0,3,1391,1.0,96.0,3948,0,0,24,0,379000
235.0,3.0,10,2504,3.0,235.0,3957,0,0,20,0,930000
40.0,1.0,1,868,1.0,40.0,4625,0,0,22,0,185000
114.0,1.0,3,1439,1.0,114.0,3508,0,0,21,0,399900
183.0,3.0,4,2457,3.0,183.0,5738,0,0,23,0,1050000
44.0,1.0,2,913,1.0,44.0,4523,0,0,25,0,199000
78.0,1.0,1,1633,1.0,78.0,6218,0,0,23,0,485000
194.0,3.0,4,2512,3.0,194.0,5129,0,0,25,0,995000
194.0,3.0,4,2512,3.0,194.0,5129,0,0,21,0,995000
128.0,2.0,2,2410,2.0,128.0,6602,0,1,23,1,845000
316.0,3.0,7,-104074,3.0,316.0,7911,0,0,20,0,2500000
195.0,2.0,4,2121,2.0,195.0,3579,0,0,25,0,698000
67.0,1.0,1,1287,1.0,67.0,5000,0,0,23,0,335000
58.0,1.0,2,1148,1.0,58.0,4828,0,0,24,0,280000
41.0,1.0,0,1067,1.0,41.0,6098,0,0,24,0,250000
131.0,2.0,4,1508,2.0,131.0,3282,0,0,24,0,430000
91.0,1.0,3,1781,1.0,91.0,6044,0,0,23,0,550000
40.0,1.0,2,868,1.0,40.0,4625,0,0,22,0,185000
40.0,1.0,0,1081,1.0,40.0,6375,0,0,21,0,255000
140.0,1.0,4,1804,1.0,140.0,4000,0,0,23,0,560000
247.0,2.0,10,-14150,2.0,247.0,7287,0,0,25,0,1800000
36.0,1.0,1,694,1.0,36.0,3806,0,0,22,0,137000
40.0,1.0,1,694,1.0,40.0,3425,0,0,22,0,137000
145.0,2.0,3,2001,2.0,145.0,4448,0,0,23,0,645000
265.0,2.0,3,452,2.0,265.0,5094,0,1,23,1,1350000
247.0,3.0,3,2457,3.0,247.0,4251,0,0,25,0,1050000
117.0,1.0,4,1756,1.0,117.0,4607,0,0,23,0,539000
200.0,4.0,3,1536,4.0,200.0,6250,0,0,20,0,1250000
124.0,1.0,4,1553,1.0,124.0,3629,0,0,23,0,450000
124.0,1.0,4,1553,1.0,124.0,3629,0,0,23,0,450000
26.0,1.0,1,833,1.0,26.0,6731,0,0,22,0,175000
118.0,1.0,3,1894,1.0,118.0,5076,0,0,24,0,599000
63.0,1.0,2,1094,1.0,63.0,4127,0,0,24,0,260000
26.0,1.0,1,816,1.0,26.0,6538,0,0,22,0,170000
33.0,1.0,2,740,1.0,33.0,4515,0,0,22,0,149000
130.0,1.0,3,1311,1.0,130.0,2654,0,0,22,0,345000
159.0,5.0,5,2510,5.0,159.0,5912,0,0,23,0,940000
455.0,4.0,6,-24524,4.0,455.0,4286,0,0,24,0,1950000
133.0,2.0,2,2070,2.0,133.0,5075,0,0,25,0,675000
65.0,1.0,1,1213,1.0,65.0,4692,0,0,22,0,305000
122.0,2.0,2,1873,2.0,122.0,4836,0,0,25,0,590000
78.0,1.0,0,1655,1.0,78.0,6346,0,0,23,0,495000
63.0,1.0,2,1196,1.0,63.0,4738,0,0,23,0,298500
63.0,1.0,3,1295,1.0,63.0,5370,0,0,22,0,338300
86.0,1.0,3,1405,1.0,86.0,4477,0,0,22,0,385000
52.0,1.0,2,1038,1.0,52.0,4615,0,0,25,0,240000
141.0,2.0,4,2001,2.0,141.0,4574,0,0,23,0,645000
42.0,1.0,1,917,1.0,42.0,4762,0,0,22,0,200000
110.0,1.0,3,1610,1.0,110.0,4318,0,0,23,0,475000
40.0,1.0,1,868,1.0,40.0,4625,0,0,23,0,185000
138.0,2.0,5,1532,2.0,138.0,3192,0,0,22,0,440500
224.0,3.0,4,2347,3.0,224.0,4911,0,0,22,0,1100000
90.0,3.0,2,1781,3.0,90.0,6111,0,0,23,0,550000
121.0,6.0,6,2347,6.0,121.0,9091,0,0,23,0,1100000
134.0,1.0,3,1596,1.0,134.0,3500,0,0,20,0,469000
117.0,1.0,3,1756,1.0,117.0,4607,0,0,23,0,539000
52.0,1.0,1,1172,1.0,52.0,5558,0,0,20,0,289000
141.0,2.0,4,2001,2.0,141.0,4574,0,0,23,0,645000
95.0,2.0,2,1724,2.0,95.0,5526,0,0,23,0,525000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
86.0,1.0,1,1416,1.0,86.0,4535,0,0,25,0,390000
94.0,2.0,2,1758,2.0,94.0,5745,0,0,23,0,540000
71.0,2.0,1,1311,2.0,71.0,4859,0,0,23,0,345000
112.0,2.0,2,2232,2.0,112.0,6688,0,0,20,0,749000
26.0,1.0,0,740,1.0,26.0,5731,0,0,22,0,149000
87.0,2.0,2,1712,2.0,87.0,5977,0,0,23,0,520000
171.0,2.0,4,2234,2.0,171.0,4386,0,0,21,0,750000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
77.0,1.0,1,1655,1.0,77.0,6429,0,0,23,0,495000
47.0,1.0,1,1323,1.0,47.0,7447,0,0,20,0,350000
132.0,2.0,2,1451,2.0,132.0,3068,0,0,22,0,405000
58.0,1.0,2,1148,1.0,58.0,4828,0,0,24,0,280000
169.0,2.0,4,2510,2.0,169.0,5911,0,0,20,0,999000
120.0,2.0,4,1735,2.0,120.0,4417,0,0,23,0,530000
172.0,3.0,3,2124,3.0,172.0,4064,0,0,23,0,699000
100.0,1.0,4,1551,1.0,100.0,4490,0,0,22,0,449000
53.0,1.0,0,1187,1.0,53.0,5566,0,0,20,0,295000
72.0,1.0,3,1108,1.0,72.0,3681,0,0,22,0,265000
64.0,1.0,1,1187,1.0,64.0,4609,0,0,24,0,295000
110.0,2.0,2,1756,2.0,110.0,4900,0,0,25,0,539000
56.0,1.0,2,948,1.0,56.0,3750,0,0,24,0,210000
36.0,1.0,0,1094,1.0,36.0,7222,0,0,20,0,260000
35.0,1.0,1,929,1.0,35.0,5828,0,0,22,0,203975
55.0,1.0,2,1064,1.0,55.0,4527,0,0,23,0,249000
167.0,2.0,4,2181,2.0,167.0,4341,0,0,20,0,725000
79.0,1.0,2,1235,1.0,79.0,3975,0,0,24,0,314000
240.0,4.0,4,-2096,4.0,240.0,6208,0,0,21,0,1490000
182.0,2.0,3,-6992,2.0,182.0,9066,0,0,20,0,1650000
73.0,1.0,1,1610,1.0,73.0,6507,0,0,23,0,475000
162.0,2.0,5,2058,2.0,162.0,4136,0,0,24,0,670000
78.0,1.0,1,1633,1.0,78.0,6218,0,0,23,0,485000
55.0,1.0,1,1382,1.0,55.0,6818,0,0,20,0,375000
87.0,2.0,2,1724,2.0,87.0,6034,0,0,23,0,525000
162.0,2.0,5,2058,2.0,162.0,4136,0,0,24,0,670000
162.0,2.0,5,2058,2.0,162.0,4136,0,0,24,0,670000
235.0,2.0,4,2514,2.0,235.0,4043,0,0,24,0,950000
235.0,2.0,4,2514,2.0,235.0,4043,0,0,24,0,950000
110.0,1.0,3,1485,1.0,110.0,3818,0,0,24,0,420000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
113.0,3.0,3,1804,3.0,113.0,4956,0,0,22,0,560000
87.0,2.0,2,1712,2.0,87.0,5977,0,0,23,0,520000
65.0,1.0,1,1655,1.0,65.0,7615,0,0,24,0,495000
50.0,1.0,1,1553,1.0,50.0,9000,0,0,24,0,450000
71.0,1.0,1,1712,1.0,71.0,7324,0,0,24,0,520000
52.0,1.0,1,1174,1.0,52.0,5575,0,0,20,0,289900
42.0,1.0,1,1108,1.0,42.0,6310,0,0,21,0,265000
69.0,1.0,2,1322,1.0,69.0,5071,0,0,20,0,349900
37.0,1.0,1,964,1.0,37.0,5811,0,0,23,0,215000
105.0,3.0,3,1644,3.0,105.0,4667,0,0,21,0,490000
123.0,3.0,3,2458,3.0,123.0,7154,0,0,25,0,880000
142.0,1.0,3,1897,1.0,142.0,4225,0,0,20,0,600000
30.0,1.0,0,816,1.0,30.0,5667,0,0,23,0,170000
69.0,1.0,2,1322,1.0,69.0,5071,0,0,20,0,349900
60.0,1.0,2,1250,1.0,60.0,5333,0,0,22,0,320000
66.0,1.0,1,1323,1.0,66.0,5303,0,0,22,0,350000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
280.0,3.0,5,2374,3.0,280.0,3893,0,0,20,0,1090000
140.0,2.0,3,2333,2.0,140.0,5714,0,0,20,0,800000
82.0,2.0,2,1712,2.0,82.0,6341,0,0,23,0,520000
70.0,1.0,2,1850,1.0,70.0,8286,0,0,23,0,580000
54.0,1.0,1,1148,1.0,54.0,5185,0,0,21,0,280000
42.0,1.0,2,964,1.0,42.0,5119,0,0,23,0,215000
141.0,2.0,4,2324,2.0,141.0,5638,0,0,23,0,795000
90.0,1.0,3,1405,1.0,90.0,4278,0,0,22,0,385000
39.0,1.0,2,780,1.0,39.0,4103,0,0,22,0,160000
53.0,1.0,1,1038,1.0,53.0,4528,0,0,25,0,240000
184.0,2.0,4,2092,2.0,184.0,3723,0,0,24,0,685000
67.0,2.0,2,1781,2.0,67.0,8209,0,0,23,0,550000
70.0,2.0,2,1712,2.0,70.0,7429,0,0,20,0,520000
111.0,1.0,3,1781,1.0,111.0,4955,0,0,24,0,550000
120.0,2.0,3,2333,2.0,120.0,6667,0,0,23,0,800000
208.0,2.0,3,-5029,2.0,208.0,7668,0,1,23,1,1595000
193.0,2.0,3,-221,2.0,193.0,7228,0,1,23,1,1395000
126.0,2.0,2,2410,2.0,126.0,6706,0,1,23,1,845000
600.0,5.0,6,-104074,5.0,600.0,4167,0,0,21,0,2500000
51.0,1.0,2,910,1.0,51.0,3882,0,0,22,0,198000
70.0,2.0,2,1701,2.0,70.0,7357,0,0,20,0,515000
95.0,2.0,2,1758,2.0,95.0,5684,0,0,23,0,540000
129.0,6.0,6,2347,6.0,129.0,8527,0,0,23,0,1100000
70.0,2.0,2,1701,2.0,70.0,7357,0,0,20,0,515000
65.0,2.0,2,1701,2.0,65.0,7923,0,0,20,0,515000
42.0,1.0,1,1108,1.0,42.0,6310,0,0,21,0,265000
159.0,3.0,4,2211,3.0,159.0,4648,0,0,23,0,739000
60.0,1.0,2,1197,1.0,60.0,4983,0,0,22,0,299000
60.0,1.0,1,1094,1.0,60.0,4333,0,0,23,0,260000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
56.0,1.0,1,1365,1.0,56.0,6571,0,0,20,0,368000
60.0,1.0,1,1758,1.0,60.0,9000,0,0,20,0,540000
170.0,2.0,4,2497,2.0,170.0,5412,0,0,20,0,920000
150.0,2.0,6,2126,2.0,150.0,4667,0,0,20,0,700000
44.0,1.0,1,830,1.0,44.0,3955,0,0,22,0,174000
53.0,1.0,2,917,1.0,53.0,3774,0,0,22,0,200000
41.0,1.0,1,816,1.0,41.0,4146,0,0,22,0,170000
75.0,2.0,2,2124,2.0,75.0,9320,0,0,20,0,699000
52.0,1.0,1,1172,1.0,52.0,5558,0,0,20,0,289000
324.0,4.0,4,1059,4.0,324.0,4012,0,0,22,0,1300000
33.0,1.0,1,662,1.0,33.0,3909,0,0,22,0,129000
44.0,1.0,2,961,1.0,44.0,4864,0,0,24,0,214000
85.0,1.0,3,1213,1.0,85.0,3588,0,0,22,0,305000
150.0,2.0,2,2121,2.0,150.0,4653,0,0,23,0,698000
55.0,1.0,1,1006,1.0,55.0,4164,0,0,22,0,229000
85.0,1.0,1,1839,1.0,85.0,6765,0,0,20,0,575000
50.0,1.0,1,954,1.0,50.0,4240,0,0,24,0,212000
100.0,1.0,3,1710,1.0,100.0,5190,0,0,23,0,519000
193.0,2.0,3,2480,2.0,193.0,4663,0,0,25,0,900000
68.0,1.0,1,1633,1.0,68.0,7132,0,0,23,0,485000
141.0,2.0,2,1735,2.0,141.0,3759,0,0,25,0,530000
31.0,1.0,0,769,1.0,31.0,5065,0,0,22,0,157000
30.0,1.0,1,654,1.0,30.0,4233,0,0,22,0,127000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
33.0,1.0,1,780,1.0,33.0,4848,0,0,22,0,160000
52.0,1.0,2,1320,1.0,52.0,6712,0,0,22,0,349000
60.0,1.0,1,1052,1.0,60.0,4083,0,0,22,0,245000
41.0,1.0,2,1009,1.0,41.0,5610,0,0,22,0,230000
47.0,1.0,1,1346,1.0,47.0,7660,0,0,20,0,360000
60.0,1.0,1,1092,1.0,60.0,4317,0,0,22,0,259000
180.0,2.0,9,2289,2.0,180.0,4317,0,0,25,0,777000
78.0,1.0,1,1655,1.0,78.0,6346,0,0,23,0,495000
86.0,1.0,1,1197,1.0,86.0,3477,0,0,24,0,299000
140.0,2.0,3,1664,2.0,140.0,3564,0,0,22,0,499000
50.0,1.0,1,1135,1.0,50.0,5500,0,0,23,0,275000
72.0,2.0,2,1148,2.0,72.0,3889,0,0,22,0,280000
50.0,1.0,0,994,1.0,50.0,4500,0,0,20,0,225000
122.0,1.0,1,2285,1.0,122.0,6352,0,0,21,0,775000
47.0,1.0,0,1135,1.0,47.0,5851,0,0,25,0,275000
109.0,3.0,3,2213,3.0,109.0,6789,0,0,20,0,740000
90.0,3.0,2,1781,3.0,90.0,6111,0,0,23,0,550000
20.0,1.0,0,868,1.0,20.0,9250,0,0,23,0,185000
119.0,2.0,3,1839,2.0,119.0,4832,0,0,21,0,575000
147.0,2.0,2,2165,2.0,147.0,7823,0,0,24,0,1150000
102.0,1.0,4,1358,1.0,102.0,3578,0,0,22,0,365000
90.0,1.0,2,780,1.0,90.0,1778,0,0,22,0,160000
81.0,2.0,2,1758,2.0,81.0,6667,0,0,23,0,540000
206.0,2.0,3,2417,2.0,206.0,4126,0,0,21,0,850000
43.0,1.0,1,1027,1.0,43.0,5488,0,0,20,0,236000
53.0,1.0,1,1174,1.0,53.0,5472,0,0,20,0,290000
50.0,1.0,1,1135,1.0,50.0,5500,0,0,20,0,275000
50.0,1.0,1,1067,1.0,50.0,5000,0,0,24,0,250000
94.0,2.0,2,1758,2.0,94.0,5745,0,0,23,0,540000
70.0,2.0,2,1701,2.0,70.0,7357,0,0,20,0,515000
108.0,1.0,3,1943,1.0,108.0,5741,0,0,25,0,620000
135.0,5.0,5,2510,5.0,135.0,6963,0,0,23,0,940000
80.0,2.0,1,1496,2.0,80.0,5312,0,0,21,0,425000
57.0,1.0,1,1213,1.0,57.0,5351,0,0,22,0,305000
41.0,1.0,1,1024,1.0,41.0,5732,0,0,22,0,235000
140.0,2.0,3,2234,2.0,140.0,5357,0,0,20,0,750000
48.0,1.0,2,1108,1.0,48.0,5521,0,0,22,0,265000
134.0,5.0,5,2137,5.0,134.0,5261,0,0,23,0,705000
39.0,1.0,1,1197,1.0,39.0,7667,0,0,20,0,299000
40.0,1.0,2,901,1.0,40.0,4875,0,0,22,0,195000
94.0,2.0,2,1758,2.0,94.0,5745,0,0,23,0,540000
85.0,2.0,2,1839,2.0,85.0,6765,0,0,20,0,575000
258.0,2.0,5,2480,2.0,258.0,3488,0,0,22,0,900000
35.0,1.0,1,851,1.0,35.0,5143,0,0,22,0,180000
54.0,1.0,2,1135,1.0,54.0,5093,0,0,23,0,275000
86.0,2.0,2,1368,2.0,86.0,4291,0,0,22,0,369000
143.0,2.0,3,2159,2.0,143.0,5000,0,0,22,0,715000
70.0,1.0,2,979,1.0,70.0,3143,0,0,22,0,220000
195.0,4.0,5,2480,4.0,195.0,4615,0,0,20,0,900000
27.0,1.0,2,740,1.0,27.0,5519,0,0,22,0,149000
37.0,1.0,0,977,1.0,37.0,5932,0,0,23,0,219500
96.0,1.0,1,1187,1.0,96.0,3073,0,0,24,0,295000
134.0,1.0,5,1712,1.0,134.0,3881,0,0,20,0,520000
37.0,1.0,1,901,1.0,37.0,5270,0,0,20,0,195000
260.0,2.0,4,1931,2.0,260.0,4596,0,0,23,0,1195000
60.0,1.0,3,868,1.0,60.0,3083,0,0,23,0,185000
130.0,3.0,2,2516,3.0,130.0,7538,0,0,20,0,980000
55.0,1.0,1,977,1.0,55.0,3991,0,0,23,0,219500
65.0,1.0,2,1255,1.0,65.0,4954,0,0,23,0,322000
77.0,1.0,2,1122,1.0,77.0,3506,0,0,24,0,270000
179.0,5.0,5,2510,5.0,179.0,5581,0,0,20,0,999000
82.0,2.0,2,1712,2.0,82.0,6341,0,0,23,0,520000
68.0,1.0,1,1655,1.0,68.0,7279,0,0,23,0,495000
112.0,3.0,2,2432,3.0,112.0,7679,0,0,20,0,860000
68.0,1.0,1,1655,1.0,68.0,7279,0,0,23,0,495000
54.0,1.0,2,1148,1.0,54.0,5185,0,0,22,0,280000
55.0,1.0,2,916,1.0,55.0,3635,0,0,22,0,199900
